Date,Price
8/17/2023,43.2592
8/18/2023,43.2148
8/21/2023,46.8757
8/22/2023,45.5792
8/23/2023,47.0244
8/24/2023,47.0713
8/25/2023,45.9285
8/28/2023,46.7439
8/29/2023,48.6891
8/30/2023,49.1682
8/31/2023,49.259
9/1/2023,48.4147
9/5/2023,48.4536
9/6/2023,46.9734
9/7/2023,46.1549
9/8/2023,45.4871
9/11/2023,45.0939
9/12/2023,44.7864
9/13/2023,45.4003
9/14/2023,45.4961
9/15/2023,43.8183
9/18/2023,43.8841
9/19/2023,43.439
9/20/2023,42.1603
9/21/2023,40.9406
9/22/2023,41.5325
9/25/2023,42.1434
9/26/2023,41.833
9/27/2023,42.3889
9/28/2023,43.0088
9/29/2023,43.418
10/2/2023,44.6986
10/3/2023,43.436
10/4/2023,43.959
10/5/2023,44.6048
10/6/2023,45.6768
10/9/2023,45.1887
10/10/2023,45.7127
10/11/2023,46.7188
10/12/2023,46.8576
10/13/2023,45.3763
10/16/2023,46.0092
10/17/2023,43.8562
10/18/2023,42.1174
10/19/2023,42.0226
10/20/2023,41.3099
10/23/2023,42.895
10/24/2023,43.5817
10/25/2023,41.7012
10/26/2023,40.2509
10/27/2023,40.4246
10/30/2023,41.0844
10/31/2023,40.7041
11/1/2023,42.2462
11/2/2023,43.425
11/3/2023,44.9212
11/6/2023,45.6658
11/7/2023,45.8694
11/8/2023,46.4873
11/9/2023,46.8626
11/10/2023,48.245
11/13/2023,48.5295
11/14/2023,49.5635
11/15/2023,48.797
11/16/2023,49.3879
11/17/2023,49.2062
11/20/2023,50.3151
11/21/2023,49.851
11/22/2023,48.6253
11/24/2023,47.687
11/27/2023,48.1522
11/28/2023,47.732
11/29/2023,48.0504
11/30/2023,46.6829
12/1/2023,46.6779
12/4/2023,45.4253
12/5/2023,46.4834
12/6/2023,45.4223
12/7/2023,46.5133
12/8/2023,47.4217
12/11/2023,46.5443
12/12/2023,47.5724
12/13/2023,48.0027
12/14/2023,48.2642
12/15/2023,48.8033
12/18/2023,49.9881
12/19/2023,49.516
12/20/2023,48.0256
12/21/2023,48.9031
12/22/2023,48.7434
12/26/2023,49.1916
12/27/2023,49.3293
12/28/2023,49.4341
12/29/2023,49.4341
1/2/2024,48.0825
1/3/2024,47.4846
1/4/2024,47.9128
1/5/2024,49.0099
1/8/2024,52.1603
1/9/2024,53.0457
1/10/2024,54.2536
1/11/2024,54.7247
1/12/2024,54.6129
1/16/2024,56.282
1/17/2024,55.9535
1/18/2024,57.0057
1/19/2024,59.3854
1/22/2024,59.5482
1/23/2024,59.7668
1/24/2024,61.2531
1/25/2024,61.5077
1/26/2024,60.9227
1/29/2024,62.3542
1/30/2024,62.6626
1/31/2024,61.4178
2/1/2024,62.9152
2/2/2024,66.0426
2/5/2024,69.209
2/6/2024,68.1019
2/7/2024,69.9746
2/8/2024,69.5174
2/9/2024,72.005
2/12/2024,72.1198
2/13/2024,72
2/14/2024,73.7689
2/15/2024,72.5291
2/16/2024,72.4842
2/20/2024,69.3288
2/21/2024,67.3523
2/22/2024,78.3986
2/23/2024,78.6772
2/26/2024,78.9517
2/27/2024,78.5614
2/28/2024,77.5252
2/29/2024,78.9716
3/1/2024,82.133
3/4/2024,85.0858
3/5/2024,85.8155
3/6/2024,88.5468
3/7/2024,92.5089
3/8/2024,87.3768
3/11/2024,85.6258
3/12/2024,91.7542
3/13/2024,90.731
3/14/2024,87.7921
3/15/2024,87.6848
3/18/2024,88.3022
3/19/2024,89.2436
3/20/2024,90.2159
3/21/2024,91.277
3/22/2024,94.1261
3/25/2024,94.8379
3/26/2024,92.4011
3/27/2024,90.0941
3/28/2024,90.1999
4/1/2024,90.2069
4/2/2024,89.2975
4/3/2024,88.8103
4/4/2024,85.7566
4/5/2024,87.856
4/8/2024,86.9825
4/9/2024,85.2066
4/10/2024,86.8886
4/11/2024,90.4595
4/12/2024,88.0337
4/15/2024,85.8524
4/16/2024,87.264
4/17/2024,83.8898
4/18/2024,84.5247
4/19/2024,76.0684
4/22/2024,79.3806
4/23/2024,82.2806
4/24/2024,79.5394
4/25/2024,82.4893
4/26/2024,87.5834
4/29/2024,87.6054
4/30/2024,86.2527
5/1/2024,82.8976
5/2/2024,85.6688
5/3/2024,88.6356
5/6/2024,91.9808
5/7/2024,90.3976
5/8/2024,90.2558
5/9/2024,88.5937
5/10/2024,89.7227
5/13/2024,90.2428
5/14/2024,91.1982
5/15/2024,94.4665
5/16/2024,94.196
5/17/2024,92.3192
5/20/2024,94.6163
5/21/2024,95.2212
5/22/2024,94.786
5/23/2024,103.62
5/24/2024,106.285
5/28/2024,113.704
5/29/2024,114.627
5/30/2024,110.309
5/31/2024,109.444
6/3/2024,114.801
6/4/2024,116.236
6/5/2024,122.229
6/6/2024,120.789
6/7/2024,120.679
6/10/2024,121.58
6/11/2024,120.711
6/12/2024,124.994
6/13/2024,129.397
6/14/2024,131.663
6/17/2024,130.764
6/18/2024,135.357
6/20/2024,130.565
6/21/2024,126.362
6/24/2024,117.916
6/25/2024,125.882
6/26/2024,126.192
6/27/2024,123.786
6/28/2024,123.337
7/1/2024,124.095
7/2/2024,122.468
7/3/2024,128.069
7/5/2024,125.623
7/8/2024,127.989
7/9/2024,131.164
7/10/2024,134.688
7/11/2024,127.19
7/12/2024,129.027
7/15/2024,128.229
7/16/2024,126.152
7/17/2024,117.796
7/18/2024,120.891
7/19/2024,117.736
7/22/2024,123.337
7/23/2024,122.388
7/24/2024,114.062
7/25/2024,112.095
7/26/2024,112.874
7/29/2024,111.406
7/30/2024,103.559
7/31/2024,116.827
8/1/2024,109.03
8/2/2024,107.093
8/5/2024,100.285
8/6/2024,104.078
8/7/2024,98.7472
8/8/2024,104.797
8/9/2024,104.578
8/12/2024,108.841
8/13/2024,115.949
8/14/2024,117.886
8/15/2024,122.658
8/16/2024,124.375
8/19/2024,129.786
8/20/2024,127.041
